,shareCount
329989,0
329990,8
329991,1
329992,0
329993,0
329994,0
329995,1
329996,1
329997,0
329998,0
329999,0
330000,0
330001,1
330002,1
330003,0
330004,2
330005,0
330006,0
330007,0
330008,1
330009,0
330010,3
330011,0
330012,0
330013,2
330014,0
330015,19
330016,1
330017,0
330018,0
330019,0
330020,1
330021,1
330022,0
330023,0
330024,0
330025,5
330026,0
330027,0
330028,0
330029,0
330030,1
330031,4
330032,0
330033,0
330034,1
330035,0
330036,7
330037,2
330038,0
330039,1
330040,0
330041,0
330042,0
330043,1
330044,1
330045,0
330046,2
330047,6
330048,0
330049,0
330050,0
330051,0
330052,3
330053,0
330054,0
330055,0
330056,0
330057,0
330058,0
330059,0
330060,0
330061,0
330062,0
330063,0
330064,0
330065,0
330066,1
330067,0
330068,0
330069,0
330070,1
330071,0
330072,0
330073,1
330074,0
330075,0
330076,0
330077,0
330078,0
330079,1
330080,1
330081,0
330082,0
330083,0
330084,0
330085,0
330086,0
330087,0
330088,0
330089,0
330090,0
330091,0
330092,0
330093,0
330094,0
330095,0
330096,3
330097,0
330098,0
330099,0
330100,0
330101,0
330102,0
330103,0
330104,0
330105,0
330106,0
330107,0
330108,0
330109,4
330110,0
330111,0
330112,0
330113,0
330114,0
330115,1
330116,23
330117,0
330118,34
330119,0
330120,0
330121,1
330122,0
330123,0
330124,0
330125,3
330126,1
330127,2
330128,3
330129,2
330130,0
330131,1
330132,1
330133,3
330134,0
330135,0
330136,0
330137,1
330138,6
330139,2
330140,2
330141,0
330142,0
330143,2
330144,2
330145,2
330146,1
330147,2
330148,3
330149,2
330150,4
330151,2
330152,2
330153,2
330154,1
330155,27
330156,2
330157,2
330158,2
330159,6
330160,0
330161,2
330162,0
330163,6
330164,5
330165,3
330166,1
330167,0
330168,0
330169,40
330170,2
330171,0
330172,0
330173,0
330174,4
330175,0
330176,1
330177,1
330178,0
330179,1
330180,4
330181,8
330182,0
330183,0
330184,1
330185,0
330186,0
330187,0
330188,1
330189,0
330190,3
330191,0
330192,0
330193,0
330194,0
330195,0
330196,1
330197,2
330198,8
330199,2
330200,0
330201,0
330202,0
330203,1
330204,1
330205,1
330206,1
330207,1
330208,12
330209,1
330210,0
330211,1
330212,0
330213,2
330214,2
330215,0
330216,1
330217,58
330218,38
330219,0
330220,1
330221,4
330222,0
330223,0
330224,0
330225,1
330226,1
330227,12
330228,1
330229,0
330230,1
330231,1
330232,66
330233,0
330234,0
330235,1
330236,0
330237,3
330238,0
330239,1
330240,1
330241,0
330242,2
330243,0
330244,2
330245,6
330246,2
330247,0
330248,1
330249,0
330250,0
330251,0
330252,12
330253,0
330254,2
330255,0
330256,1
330257,0
330258,1
330259,2
330260,0
330261,0
330262,0
330263,0
330264,2
330265,0
330266,0
330267,0
330268,0
330269,13
330270,2
330271,0
330272,1
330273,1
330274,4
330275,1
330276,2
330277,1
330278,3
330279,0
330280,0
330281,1
330282,1
330283,1
330284,0
330285,0
330286,1
330287,0
330288,0
330289,0
330290,0
330291,0
330292,1
330293,1
330294,0
330295,0
330296,2
330297,1
330298,0
330299,1
330300,2
330301,1
330302,1
330303,1
330304,1
330305,0
330306,3
330307,7
330308,4
330309,2
330310,0
330311,0
330312,0
330313,3
330314,1
330315,1
330316,5
330317,1
330318,2
330319,1
330320,5
330321,1
330322,0
330323,0
330324,2
330325,0
330326,0
330327,0
330328,0
330329,18
330330,12
330331,0
330332,0
330333,2
330334,0
330335,0
330336,1
330337,0
330338,2
330339,1
330340,1
330341,0
330342,1
330343,15
330344,8
330345,5
330346,9
330347,1
330348,0
330349,12
330350,0
330351,1
330352,0
330353,0
330354,1
330355,0
330356,7
330357,5
330358,3
330359,2
330360,0
330361,1
330362,1
330363,0
330364,0
330365,0
330366,0
330367,1
330368,1
330369,3
330370,0
330371,2
330372,0
330373,0
330374,1
330375,1
330376,1
330377,0
330378,0
330379,0
330380,1
330381,0
330382,2
330383,0
330384,6
330385,3
330386,0
330387,0
330388,1
330389,2
330390,1
330391,0
330392,0
330393,2
330394,0
330395,3
330396,0
330397,2
330398,1
330399,0
330400,0
330401,1
330402,0
330403,0
330404,1
330405,0
330406,1
330407,1
330408,0
330409,0
330410,3
330411,0
330412,0
330413,0
330414,0
330415,1
330416,0
330417,0
330418,0
330419,1
330420,0
330421,1
330422,1
330423,0
330424,0
330425,2
330426,5
330427,2
330428,1
330429,0
330430,1
330431,1
330432,0
330433,2
330434,0
330435,3
330436,5
330437,0
330438,0
330439,2
330440,0
330441,8
330442,0
330443,0
330444,0
330445,0
330446,1
330447,3
330448,2
330449,6
330450,1
330451,7
330452,0
330453,0
330454,0
330455,0
330456,12
330457,19
330458,1
330459,3
330460,4
330461,1
330462,0
330463,1
330464,5
330465,0
330466,0
330467,3
330468,98
330469,13
330470,0
330471,0
330472,1
330473,3
330474,1
330475,2
330476,4
330477,0
330478,0
330479,0
330480,9
330481,0
330482,2
330483,2
330484,0
330485,0
330486,5
330487,0
330488,1
330489,4
330490,0
330491,2
330492,1
330493,1
330494,4
330495,3
330496,0
330497,0
330498,0
330499,2
330500,1
330501,0
330502,1
330503,208
330504,3
330505,9
330506,1
330507,0
330508,6
330509,0
330510,0
330511,1
330512,0
330513,0
330514,2
330515,11
330516,2
330517,0
330518,1
330519,1
330520,2
330521,0
330522,0
330523,0
330524,0
330525,1
330526,2
330527,0
330528,1
330529,3
330530,1
330531,1
330532,1
330533,1
330534,1
330535,0
330536,0
330537,2
330538,0
330539,0
330540,1
330541,7
330542,2
330543,5
330544,3
330545,3
330546,4
330547,20
330548,4
330549,1
330550,17
330551,51
330552,0
330553,2
330554,17
330555,1
330556,1
330557,0
330558,0
330559,9
330560,2
330561,20
330562,1
330563,2
330564,1
330565,0
330566,3
330567,3
330568,0
330569,2
330570,0
330571,2
330572,0
330573,0
330574,3
330575,0
330576,0
330577,2
330578,0
330579,0
330580,4
330581,0
330582,1
330583,0
330584,1
330585,4
330586,0
330587,2
330588,1
330589,1
330590,0
330591,10
330592,1
330593,0
330594,1
330595,2
330596,1
330597,5
330598,8
330599,0
330600,4
330601,3
330602,0
330603,1
330604,3
330605,0
330606,0
330607,6
330608,0
330609,0
330610,3
330611,3
330612,2
330613,2
330614,4
330615,0
330616,4
330617,2
330618,1
330619,4
330620,0
330621,2
330622,0
330623,6
330624,2
330625,2
330626,1
330627,0
330628,0
330629,3
330630,5
330631,7
330632,3
330633,1
330634,0
330635,0
330636,0
330637,0
330638,5
330639,7
330640,3
330641,2
330642,19
330643,0
330644,0
330645,5
330646,0
330647,4
330648,0
330649,17
330650,3
330651,6
330652,49
330653,18
330654,0
330655,4
330656,0
330657,2
330658,4
330659,17
330660,22
330661,1
330662,1
330663,4
330664,26
330665,3
330666,2
330667,0
330668,0
330669,0
330670,13
330671,2
330672,6
330673,0
330674,1
330675,2
330676,0
330677,3
330678,2
330679,0
330680,0
330681,3
330682,0
330683,0
330684,68
330685,1
330686,31
330687,2
330688,1
330689,1
330690,0
330691,6
330692,26
330693,5
330694,6
330695,0
330696,0
330697,0
330698,0
330699,6
330700,2
330701,3
330702,1
330703,8
330704,2
330705,1
330706,0
330707,2
330708,2
330709,1
330710,7
330711,1
330712,5
330713,0
330714,2
330715,1
330716,0
330717,0
330718,1
330719,1
330720,1
330721,0
330722,0
330723,1
330724,0
330725,3
330726,0
330727,11
330728,1
330729,5
330730,0
330731,5
330732,8
330733,0
330734,1
330735,2
330736,1
330737,1
330738,4
330739,1
330740,1
330741,0
330742,0
330743,4
330744,0
330745,0
330746,0
330747,1
330748,1
330749,1
330750,0
330751,0
330752,0
330753,0
330754,2
330755,4
330756,4
330757,2
330758,9
330759,0
330760,3
330761,0
330762,1
330763,2
330764,0
330765,0
330766,3
330767,0
330768,4
330769,10
330770,0
330771,0
330772,3
330773,1
330774,9
330775,6
330776,0
330777,1
330778,0
330779,3
330780,12
330781,8
330782,1
330783,1
330784,0
330785,4
330786,27
330787,4
330788,0
330789,0
330790,0
330791,1
330792,1
330793,1
330794,1
330795,2
330796,3
330797,1
330798,21
330799,0
330800,1
330801,39
330802,7
330803,2
330804,2
330805,0
330806,0
330807,1
330808,8
330809,1
330810,25
330811,0
330812,0
330813,1
330814,0
330815,0
330816,1
330817,14
330818,15
330819,0
330820,0
330821,12
330822,1
330823,0
330824,3
330825,0
330826,4
330827,2
330828,3
330829,0
330830,2
330831,0
330832,0
330833,2
330834,0
330835,1
330836,2
330837,0
330838,1
330839,4
330840,0
330841,6
330842,0
330843,6
330844,0
330845,0
330846,3
330847,1
330848,0
330849,1
330850,0
330851,0
330852,1
330853,2
330854,1
330855,2
330856,0
330857,3
330858,1
330859,1
330860,2
330861,2
330862,1
330863,0
330864,2
330865,1
330866,0
330867,7
330868,4
330869,1
330870,4
330871,2
330872,4
330873,0
330874,0
330875,3
330876,1
330877,7
330878,1
330879,8
330880,2
330881,4
330882,2
330883,13
330884,2
330885,1
330886,4
330887,13
330888,21
330889,2
330890,2
330891,0
330892,2
330893,3
330894,0
330895,1
330896,4
330897,1
330898,0
330899,3
330900,1
330901,0
330902,3
330903,1
330904,2
330905,1
330906,0
330907,1
330908,0
330909,0
330910,2
330911,2
330912,63
330913,1
330914,6
330915,3
330916,0
330917,14
330918,0
330919,3
330920,3
330921,0
330922,3
330923,5
330924,2
330925,0
330926,2
330927,5
330928,1
330929,0
330930,2
330931,2
330932,5
330933,0
330934,137
330935,0
330936,0
330937,11
330938,5
330939,6
330940,46
330941,1
330942,6
330943,12
330944,4
330945,0
330946,4
330947,1
330948,1
330949,1
330950,4
330951,1
330952,2
330953,1
330954,8
330955,0
330956,0
330957,1
330958,8
330959,2
330960,2
330961,33
330962,1
330963,1
330964,6
330965,8
330966,0
330967,1
330968,6
330969,1
330970,12
330971,4
330972,5
330973,4
330974,3
330975,14
330976,3
330977,2
330978,7
330979,5
330980,6
330981,4
330982,0
330983,1
330984,0
330985,8
330986,2
330987,1
330988,3
330989,2
330990,0
330991,1
330992,0
330993,0
330994,13
330995,1
330996,2
330997,1
330998,3
330999,1
331000,1
331001,1
331002,1
331003,2
331004,3
331005,0
331006,0
331007,4
331008,7
331009,3
331010,2
331011,10
331012,51
331013,1
331014,32
331015,0
331016,4
331017,8
331018,9
331019,58
331020,1
331021,8
331022,1
331023,8
331024,0
331025,2
331026,1
331027,1
331028,1
331029,1
331030,1
331031,0
331032,4
331033,0
331034,0
331035,0
331036,3
331037,4
331038,0
331039,9
331040,3
331041,7
331042,2
331043,8
331044,0
331045,40
331046,0
331047,3
331048,26
331049,3
331050,1
331051,1
331052,2
331053,1
331054,29
331055,1
331056,1
331057,3
331058,1
331059,1
331060,1
331061,1
331062,1
331063,4
331064,4
331065,1
331066,1
331067,1
331068,1
331069,1
331070,1
331071,2
331072,2
331073,1
331074,1
331075,1
331076,1
331077,1
331078,2
331079,1
331080,1
331081,1
331082,1
331083,1
331084,1
331085,9
331086,1
331087,3
331088,1
331089,1
331090,1
331091,1
331092,2
331093,1
331094,4
331095,1
331096,2
331097,1
331098,1
331099,2
331100,1
331101,1
331102,1
331103,31
331104,81
331105,50
331106,22
331107,21
331108,26
331109,38
331110,21
331111,24
331112,13
331113,19
331114,8
331115,8
331116,13
331117,68
331118,14
331119,18
331120,6
331121,1
331122,26
331123,22
331124,14
331125,19
331126,8
331127,27
331128,22
331129,8
331130,59
331131,12
331132,29
331133,298
331134,7
331135,3573
331136,112
331137,30
331138,13
331139,106
331140,18
331141,334
331142,7
331143,47
331144,758
331145,205
331146,163
331147,19
331148,28
331149,57
331150,29
331151,22
331152,71
331153,46
331154,362
331155,31
331156,96
331157,247
331158,7
331159,5
331160,7
331161,15
331162,34
331163,37
331164,143
331165,41
331166,19
331167,14
331168,195
331169,98
331170,29
331171,65
331172,41
331173,25
331174,68
331175,37
331176,14
331177,17
331178,145
331179,22
331180,76
331181,13
331182,10
331183,14
331184,146
331185,15
331186,13
331187,0
331188,14
331189,34
331190,12
331191,9
331192,103
331193,74
331194,61
331195,44
331196,1
331197,58
331198,10
331199,10
331200,5
331201,8
331202,10
331203,33
331204,5
331205,4
331206,70
331207,12
331208,6
331209,5
331210,23
331211,28
331212,4
331213,47
331214,21
331215,15
331216,9
331217,22
331218,7
331219,12
331220,12
331221,23
331222,10
331223,9
331224,7
331225,8
331226,9
331227,16
331228,12
331229,9
331230,36
331231,9
331232,0
331233,5
331234,23
331235,110
331236,10
331237,12
331238,13
331239,8
331240,17
331241,24
331242,55
331243,19
331244,95
331245,40
331246,11
331247,61
331248,0
331249,11
331250,28
331251,31
331252,63
331253,55
331254,16
331255,123
331256,104
331257,51
331258,8
331259,13
331260,24
331261,30
331262,23
331263,67
331264,9
331265,66
331266,238
331267,19
331268,15
331269,18
331270,46
331271,10
331272,12
331273,6
331274,19
331275,13
331276,42
331277,0
331278,71
331279,7
331280,33
331281,26
331282,65
331283,5
331284,590
331285,11
331286,4
331287,20
331288,28
331289,32
331290,53
331291,9
331292,11
331293,31
331294,109
331295,8
331296,30
331297,85
331298,62
331299,15
331300,41
331301,131
331302,6
331303,54
331304,12
331305,58
331306,46
331307,10
331308,12
331309,43
331310,22
331311,193
331312,8
331313,7
331314,17
331315,36
331316,18
331317,14
331318,12
331319,10
331320,6
331321,12
331322,7
331323,15
331324,7
331325,8
331326,14
331327,8
331328,30
331329,21
331330,24
331331,20
331332,12
331333,25
331334,20
331335,22
331336,12
331337,25
331338,19
331339,11
331340,4
331341,7
331342,17
331343,3
331344,7
331345,9
331346,17
331347,34
331348,37
331349,33
331350,155
331351,19
331352,30
331353,16
331354,124
331355,19
331356,41
331357,42
331358,92
331359,34
331360,10
331361,17
331362,10
331363,16
331364,9
331365,9
331366,11
331367,27
331368,9
331369,21
331370,14
331371,13
331372,7
331373,27
331374,17
331375,20
331376,11
331377,24
331378,3
331379,8
331380,28
331381,11
331382,3
331383,8
331384,10
331385,9
331386,24
331387,4
331388,206
331389,2
331390,1
331391,24
331392,8
331393,38
331394,198
331395,8
331396,21
331397,3
331398,0
331399,24
331400,4
331401,554
331402,5
331403,50
331404,19
331405,28
331406,12
331407,141
331408,25
331409,6
331410,0
331411,5
331412,16
331413,0
331414,70
331415,113
331416,33
331417,34
331418,17
331419,151
331420,56
331421,14
331422,13
331423,83
331424,30
331425,8
331426,38
331427,368
331428,315
331429,290
331430,74
331431,674
331432,49
331433,3
331434,13
331435,15
331436,43
331437,14
331438,52
331439,9
331440,53
331441,0
331442,11
331443,14
331444,21
331445,15
331446,7
331447,0
331448,5
331449,16
331450,19
331451,12
331452,29
331453,28
331454,20
331455,7
331456,6
331457,22
331458,9
331459,21
331460,14
331461,19
331462,23
331463,8
331464,9
331465,12
331466,22
331467,27
331468,8
331469,17
331470,8
331471,3
331472,7
331473,7
331474,23
331475,11
331476,13
331477,60
331478,17
331479,26
331480,9
331481,5
331482,12
331483,9
331484,45
331485,9
331486,13
331487,147
331488,14
331489,201
331490,48
331491,158
331492,85
331493,12
331494,17
331495,5
331496,15
331497,51
331498,10
331499,32
331500,18
331501,18
331502,13
331503,33
331504,14
331505,15
331506,14
331507,6
331508,156
331509,220
331510,32
331511,26
331512,8
331513,7
331514,29
331515,8
331516,9
331517,5
331518,21
331519,11
331520,6
331521,9
331522,23
331523,52
331524,4
331525,11
331526,11
331527,9
331528,32
331529,10
331530,2
331531,9
331532,78
331533,33
331534,20
331535,21
331536,9
331537,20
331538,12
331539,26
331540,35
331541,13
331542,0
331543,33
331544,31
331545,6
331546,17
331547,223
331548,21
331549,14
331550,111
331551,142
331552,41
331553,0
331554,9
331555,6
331556,2
331557,5
331558,15
331559,8
331560,7
331561,1
331562,9
331563,435
331564,33
331565,12
331566,27
331567,16
331568,16
331569,0
331570,103
331571,10
331572,61
331573,12
331574,7
331575,9
331576,1018
331577,30
331578,27
331579,8
331580,9
331581,5
331582,2
331583,11
331584,12
331585,10
331586,274
331587,97
331588,0
331589,28
331590,4
331591,24
331592,4
331593,23
331594,44
331595,125
331596,5
331597,10
331598,52
331599,16
331600,0
331601,25
331602,11
331603,19
331604,15
331605,11
331606,6
331607,33
331608,31
331609,13
331610,7
331611,25
331612,11
331613,25
331614,12
331615,13
331616,19
331617,8
331618,4
331619,18
331620,19
331621,5
331622,4
331623,19
331624,15
331625,64
331626,10
331627,27
331628,14
331629,18
331630,68
331631,20
331632,17
331633,14
331634,27
331635,89
331636,30
331637,490
331638,91
331639,27
331640,18
331641,21
331642,36
331643,5
331644,30
331645,54
331646,192
331647,44
331648,146
331649,14
331650,6
331651,10
331652,19
331653,13
331654,15
331655,43
331656,41
331657,11
331658,327
331659,12
331660,11
331661,23
331662,126
331663,8
331664,55
331665,15
331666,823
331667,24
331668,16
331669,210
331670,7
331671,17
331672,167
331673,36
331674,6
331675,2
331676,67
331677,4
331678,7
331679,50
331680,17
331681,5
331682,8
331683,4
331684,15
331685,9
331686,5
331687,2
331688,13
331689,6
331690,8
331691,6
331692,18
331693,26
331694,4
331695,8
331696,5
331697,18
331698,8
331699,16
331700,7
331701,7
331702,0
331703,77
331704,4
331705,4
331706,3
331707,2
331708,8
331709,13
331710,79
331711,28
331712,6
331713,63
331714,24
331715,6
331716,0
331717,13
331718,31
331719,5
331720,5
331721,69
331722,1186
331723,7
331724,5
331725,6
331726,4
331727,8
331728,11
331729,2
331730,11
331731,15
331732,26
331733,2
331734,4
331735,1
331736,12
331737,6
331738,9
331739,29
331740,6
331741,3
331742,7
331743,18
331744,7
331745,3
331746,16
331747,9
331748,15
331749,4
331750,9
331751,4
331752,24
331753,6
331754,9
331755,13
331756,5
331757,22
331758,3
331759,16
331760,9
331761,4
331762,23
331763,3
331764,7
331765,9
331766,2
331767,16
331768,11
331769,7
331770,8
331771,6
331772,20
331773,10
331774,9
331775,9
331776,14
331777,1
331778,12
331779,11
331780,18
331781,14
331782,3
331783,45
331784,5
331785,10
331786,8
331787,5
331788,4
331789,11
331790,6
331791,2
331792,4
331793,6
331794,5
331795,7
331796,12
331797,11
331798,8
331799,7
331800,14
331801,17
331802,8
331803,23
331804,21
331805,61
331806,179
331807,1
331808,7
331809,16
331810,29
331811,10
331812,8
331813,8
331814,130
331815,3
331816,10
331817,2
331818,14
331819,18
331820,17
331821,11
331822,18
331823,9
331824,95
331825,2
331826,7
331827,2
331828,4
331829,2
331830,4
331831,4
331832,14
331833,1
331834,7
331835,20
331836,18
331837,8
331838,51
331839,2
331840,9
331841,3
331842,7
331843,22
331844,5
331845,7
331846,3
331847,2
331848,20
331849,6
331850,13
331851,5
331852,8
331853,4
331854,11
331855,5
331856,1
331857,8
331858,1
331859,12
331860,6
331861,1
331862,2
331863,5
331864,807
331865,7
331866,7
331867,122
331868,6
331869,9
331870,3
331871,3
331872,6
331873,12
331874,10
331875,7
331876,369
331877,9
331878,4
331879,6
331880,25
331881,2
331882,6
331883,5
331884,10
331885,10
331886,14
331887,21
331888,23
331889,16
331890,3
331891,6
331892,8
331893,7
331894,6
331895,1
331896,17
331897,39
331898,1
331899,5
331900,31
331901,15
331902,447
331903,2
331904,2
331905,29
331906,0
331907,1
331908,3
331909,0
331910,2
331911,36
331912,226
331913,20
331914,19
331915,30
331916,12
331917,6
331918,14
331919,12
331920,210
331921,3
331922,7
331923,7
331924,14
331925,3
331926,10
331927,32
331928,10
331929,9
331930,65
331931,31
331932,23
331933,8
331934,5
331935,59
331936,28
331937,5
331938,27
331939,3
331940,20
331941,23
331942,8
331943,21
331944,17
331945,15
331946,15
331947,9
331948,16
331949,9
331950,11
331951,69
331952,13
331953,6
331954,13
331955,4
331956,13
331957,4
331958,24
331959,6
331960,12
331961,1
331962,68
331963,17
331964,19
331965,33
331966,5
331967,16
331968,2
331969,17
331970,4
331971,64
331972,8
331973,45
331974,18
331975,6
331976,1
331977,4
331978,32
331979,8
331980,24
331981,7
331982,33
331983,0
331984,0
331985,1
331986,0
331987,0
331988,0
331989,2
331990,0
331991,1
331992,0
331993,2
331994,2
331995,3
331996,1
331997,0
331998,2
331999,1
332000,7
332001,0
332002,3
332003,0
332004,3
332005,3
332006,4
332007,2
332008,3
332009,1
332010,1
332011,7
332012,1
332013,3
332014,1
332015,0
332016,1
332017,8
332018,0
332019,0
332020,0
332021,0
332022,0
332023,1
332024,2
332025,3
332026,0
332027,1
332028,0
332029,0
332030,1
332031,2
332032,3
332033,0
332034,1
332035,0
332036,3
332037,1
332038,4
332039,1
332040,1
332041,4
332042,0
332043,4
332044,1
332045,0
332046,1
332047,1
332048,0
332049,0
332050,0
332051,1
332052,0
332053,0
332054,1
332055,1
332056,1
332057,0
332058,1
332059,1
332060,0
332061,1
332062,1
332063,2
332064,1
332065,1
332066,2
332067,1
332068,0
332069,1
332070,9
332071,4
332072,4
332073,3
332074,7
332075,5
332076,3
332077,1
332078,1
332079,0
332080,2
332081,2
332082,1
332083,0
332084,4
332085,3
332086,2
332087,2
332088,1
332089,6
332090,1
332091,0
332092,2
332093,3
332094,1
332095,5
332096,16
332097,3
332098,1
332099,0
332100,4
332101,1
332102,5
332103,11
332104,1
332105,2
332106,0
332107,3
332108,11
332109,5
332110,5
332111,0
332112,6
332113,0
332114,0
332115,0
332116,1
332117,0
332118,0
332119,0
332120,4
332121,2
332122,3
332123,2
332124,4
332125,2
332126,1
332127,1
332128,1
332129,1
332130,1
332131,2
332132,7
332133,0
332134,1
332135,0
332136,0
332137,0
332138,2
332139,2
332140,1
332141,0
332142,1
332143,4
332144,0
332145,16
332146,5
332147,3
332148,1
332149,15
332150,12
332151,4
332152,0
332153,1
332154,5
332155,0
332156,8
332157,9
332158,3
332159,3
332160,0
332161,2
332162,2
332163,2
332164,2
332165,0
332166,0
332167,0
332168,2
332169,1
332170,1
332171,0
332172,0
332173,1
332174,0
332175,0
332176,1
332177,0
332178,1
332179,0
332180,2
332181,0
332182,0
332183,0
332184,0
332185,1
332186,1
332187,2
332188,0
332189,0
332190,0
332191,0
332192,1
332193,0
332194,1
332195,0
332196,2
332197,0
332198,0
332199,10
332200,5
332201,10
332202,26
332203,7
332204,1
332205,6
332206,3
332207,0
332208,79
332209,5
332210,44
332211,37
332212,6
332213,25
332214,263
332215,5
332216,48
332217,55
332218,312
332219,7
332220,258
332221,15
332222,2
332223,3
332224,1
332225,22
332226,11
332227,27
332228,36
332229,4
332230,44
332231,6
332232,0
332233,6
332234,0
332235,7
332236,0
332237,7
332238,190
332239,646
332240,7
332241,8
332242,37
332243,15
332244,4
332245,0
332246,0
332247,3
332248,2
332249,1
332250,3
332251,5
332252,0
332253,0
332254,0
332255,0
332256,2
332257,1
332258,0
332259,1
332260,12
332261,0
332262,0
332263,100
332264,5
332265,6
332266,9
332267,49
332268,7
332269,4
332270,0
332271,2
332272,0
332273,566
332274,116
332275,2
332276,1
332277,7
332278,0
332279,0
332280,7
332281,3
332282,14
332283,103
332284,57
332285,17
332286,5
332287,319
332288,43
332289,23
332290,5
332291,7
332292,6
332293,16
332294,6
332295,197
332296,1
332297,64
332298,7
332299,65
332300,36
332301,608
332302,49
332303,33
332304,129
332305,4
332306,202
332307,2
332308,4
332309,80
332310,233
332311,27
332312,22
332313,165
332314,6
332315,5
332316,269
332317,18
332318,69
332319,28
332320,4
332321,11
332322,2
332323,4
332324,6
332325,179
332326,15
332327,6
332328,4
332329,7
332330,40
332331,39
332332,1
332333,16
332334,0
332335,169
332336,11
332337,1
332338,780
332339,38
332340,763
332341,54
332342,4
332343,723
332344,0
332345,102
332346,6
332347,718
332348,0
332349,0
332350,14
332351,2
332352,3
332353,1
332354,0
332355,0
332356,1
332357,0
332358,59
332359,5
332360,228
332361,10
332362,2
332363,0
332364,0
332365,0
332366,0
332367,9
332368,13
332369,11
332370,0
332371,2
332372,4
332373,34
332374,0
332375,1
332376,3
332377,0
332378,2
332379,0
332380,6
332381,6
332382,11
332383,0
332384,0
332385,5
332386,0
332387,0
332388,0
332389,9
332390,1
332391,0
332392,3
332393,0
332394,1
332395,7
332396,878
332397,5
332398,0
332399,1
332400,1
332401,132
332402,2
332403,0
332404,0
332405,0
332406,5
332407,2
332408,31
332409,0
332410,2
332411,1
332412,19
332413,3
332414,4
332415,12
332416,0
332417,1
332418,3
332419,1
332420,22
332421,3
332422,2
332423,3
332424,3
332425,1
332426,33
332427,3
332428,1773
332429,125
332430,7
332431,3
332432,13
332433,1
332434,0
332435,1
332436,1
332437,3
332438,2
332439,1
332440,1
332441,0
332442,26
332443,8
332444,1
332445,6
332446,51
332447,2
332448,5
332449,17
332450,19
332451,13
332452,190
332453,54
332454,36
332455,17
332456,11
332457,5
332458,15
332459,2
332460,0
332461,43
332462,7
332463,21
332464,1
332465,102
332466,0
332467,2
332468,27
332469,61
332470,2
332471,7
332472,6
332473,270
332474,2
332475,135
332476,4
332477,367
332478,3
332479,2
332480,3
332481,0
332482,7
332483,3
332484,0
332485,1
332486,0
332487,0
332488,0
332489,0
332490,6
332491,41
332492,6
332493,1
332494,2
332495,9
332496,0
332497,1
332498,1
332499,4
332500,461
332501,0
332502,138
332503,6
332504,2
332505,121
332506,32
332507,10
332508,751
332509,879
332510,13
332511,0
332512,44
332513,54
332514,60
332515,1
332516,76
332517,11
332518,1
332519,62
332520,5
332521,32
332522,1
332523,45
332524,61
332525,283
332526,0
332527,0
332528,16
332529,2
332530,36
332531,2
332532,8
332533,0
332534,4
332535,0
332536,11
332537,1
332538,0
332539,6
332540,3
332541,14
332542,1
332543,1
332544,0
332545,1
332546,0
332547,3
332548,22
332549,7518
332550,494
332551,7
332552,51
332553,440
332554,28
332555,36
332556,1
332557,14
332558,41
332559,28
332560,14
332561,362
332562,15
332563,1
332564,52
332565,3
332566,2
332567,15
332568,24
332569,50
332570,4
332571,2
332572,1
332573,3
332574,8
332575,10
332576,26
332577,195
332578,144
332579,18
332580,2
332581,60
332582,216
332583,47
332584,125
332585,340
332586,9
332587,299
332588,28
332589,131
332590,654
332591,138
332592,47
332593,3
332594,72
332595,70
332596,78
332597,18
332598,302
332599,26
332600,2325
332601,32
332602,11
332603,2
332604,2
332605,51
332606,3
332607,0
332608,3
332609,62
332610,67
332611,32
332612,5
332613,4
332614,4
332615,28
332616,0
332617,2
332618,4
332619,25
332620,4
332621,11
332622,12
332623,0
332624,4
332625,2
332626,7
332627,11
332628,3
332629,8
332630,13
332631,13
332632,19
332633,2
332634,192
332635,1
332636,4
332637,1
332638,4
332639,30
332640,483
332641,50
332642,0
332643,0
332644,2
332645,2
332646,2
332647,23
332648,15
332649,14
332650,7
332651,10
332652,3
332653,3
332654,11
332655,15
332656,4
332657,11
332658,10
332659,176
332660,1
332661,14
332662,102
332663,7
332664,3
332665,94
332666,3
332667,4
332668,34
332669,1
332670,29
332671,1
332672,0
332673,3
332674,2
332675,0
332676,0
332677,6
332678,0
332679,11
332680,9
332681,2
332682,7
332683,5
332684,56
332685,3
332686,3
332687,14
332688,15
332689,156
332690,0
332691,1
332692,85
332693,4
332694,239
332695,1
332696,32
332697,20
332698,6
332699,0
332700,0
332701,0
332702,0
332703,0
332704,5
332705,1
332706,46
332707,16
332708,2
332709,0
332710,2
332711,0
332712,13
332713,12
332714,11
332715,6
332716,6
332717,0
332718,128
332719,0
332720,11
332721,6
332722,2
332723,2
332724,0
332725,0
332726,16
332727,4
332728,0
332729,16
332730,0
332731,6
332732,1
332733,2
332734,0
332735,4
332736,19
332737,7
332738,0
332739,26
332740,31
332741,6
332742,1
332743,0
332744,875
332745,570
332746,66
332747,1
332748,3
332749,2
332750,6
332751,2
332752,2
332753,1
332754,0
332755,1
332756,40
332757,10
332758,7
332759,1
332760,223
332761,44
332762,15
332763,51
332764,27
332765,0
332766,1
332767,5
332768,12
332769,13
332770,14
332771,5
332772,0
332773,2
332774,2
332775,2
332776,163
332777,4
332778,1
332779,7
332780,3
332781,1
332782,2
332783,1
332784,6
332785,5
